Año Cuenta Pública,Grupo Funcional,Sector,Ente Fiscalizado,Entidad Federativa,Tipo Auditoría,Número,Título,Universo (miles pesos),Muestra (miles pesos),Ente a quien se dirige la Acción,Tipo Acción,Clave Acción,Acción Superveniente,Texto Acción,Estado de Trámite,Auditorías,Acciones
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,769,Distribución de las Participaciones Federales,"4,128,835.00","4,128,835.00",Gobierno del Estado de Coahuila de Zaragoza,Pliego de Observaciones,2017-A-05000-15-0769-06-003,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública  por un monto de 271,806,056.10 pesos ( doscientos setenta y un millones ochocientos seis mil cincuenta y seis pesos 10/100 m.n. ), más los rendimientos financieros que se generen hasta su transferencia a la cuenta bancaria de los municipios por no ministrar a los municipios, los recursos correspondientes al primero y segundo ajuste, así como la liquidación 2017 de las participaciones federales, los cuales deberán ser acreditados ante este órgano de fiscalización con la evidencia documental de su transferencia a los municipios respectivos.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,769,Distribución de las Participaciones Federales,"4,128,835.00","4,128,835.00",Gobierno del Estado de Coahuila de Zaragoza,Pliego de Observaciones,2017-A-05000-15-0769-06-002,2017-A-05000-15-0769-15-002/EPRA/0136/2019,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública  por un monto de 131,719.55 pesos ( ciento treinta y un mil setecientos diecinueve pesos 55/100 m.n. ), por los rendimientos financieros generados debido al retraso en la ministración de los recursos del Impuesto sobre la Renta, a los municipios, los cuales deberán ser acreditados ante este órgano de fiscalización con la evidencia documental de su transferencia a los municipios correspondientes.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,769,Distribución de las Participaciones Federales,"4,128,835.00","4,128,835.00",Gobierno del Estado de Coahuila de Zaragoza,Pliego de Observaciones,2017-A-05000-15-0769-06-001,2017-A-05000-15-0769-15-001/EPRA/0222/2019,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública  por un monto de 232,378.93 pesos ( doscientos treinta y dos mil trescientos setenta y ocho pesos 93/100 m.n. ), por los rendimientos financieros generados debido al retraso en la ministración de los recursos por los Incentivos a la venta final de gasolina y diésel a los municipios, los cuales deberán ser acreditados ante este órgano de fiscalización con la evidencia documental de su transferencia a los municipios.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,769,Distribución de las Participaciones Federales,"4,128,835.00","4,128,835.00",Gobierno del Estado de Coahuila de Zaragoza,Pliego de Observaciones,2017-A-05000-15-0769-06-004,2017-A-05000-15-0769-15-004/EPRA/0224/2019,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública  por un monto de 7,579,012.96 pesos ( siete millones quinientos setenta y nueve mil doce pesos 96/100 m.n. ), por los rendimientos financieros generados debido al retraso en la ministración de los recursos de los ajustes y la liquidación 2017 de las participaciones federales a los municipios, los cuales deberán ser acreditados ante este órgano de fiscalización con la evidencia documental de su transferencia a los municipios.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,769,Distribución de las Participaciones Federales,"4,128,835.00","4,128,835.00",Gobierno del Estado de Coahuila de Zaragoza,Recomendación,,,,,1,6
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,769,Distribución de las Participaciones Federales,"4,128,835.00","4,128,835.00",Gobierno del Estado de Coahuila de Zaragoza,Solicitud de Aclaración,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,770,Entrega de los Recursos del Gasto Federalizado a los Entes Ejecutores de la Entidad Federativa y sus Municipios,"298,467.00","298,467.00",Gobierno del Estado de Coahuila de Zaragoza,Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,773,Participaciones Federales a Entidades Federativas,"18,532,931.80","9,780,229.90",Gobierno del Estado de Coahuila de Zaragoza,Informe de Presunta Responsabilidad Administrativa,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,773,Participaciones Federales a Entidades Federativas,"18,532,931.80","9,780,229.90",Gobierno del Estado de Coahuila de Zaragoza,Pliego de Observaciones,2017-A-05000-15-0773-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública por un monto de 294,897,647.23 pesos ( doscientos noventa y cuatro millones ochocientos noventa y siete mil seiscientos cuarenta y siete pesos 23/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la cuenta de las Participaciones Federales 2017, por la falta de documentación original justificativa y comprobatoria de las operaciones realizadas.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,773,Participaciones Federales a Entidades Federativas,"18,532,931.80","9,780,229.90",Gobierno del Estado de Coahuila de Zaragoza,Pliego de Observaciones,2017-A-05000-15-0773-06-002,2017-A-05000-15-0773-15-002/EPRA/0223/2019,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública por un monto de 1,537,996.66 pesos ( un millón quinientos treinta y siete mil novecientos noventa y seis pesos 66/100 m.n. ), más los rendimientos financieros que se generen desde su disposición hasta su reintegro a la cuenta de Participaciones Federales 2017, por la falta de documentación comprobatoria de los pagos realizados por concepto de servicios profesionales asimilados a salarios.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,773,Participaciones Federales a Entidades Federativas,"18,532,931.80","9,780,229.90",Gobierno del Estado de Coahuila de Zaragoza,Recomendación,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,775,PROSPERA Programa de Inclusión Social: Componente de Salud,"30,951.80","26,960.10",Gobierno del Estado de Coahuila de Zaragoza,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,3
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,775,PROSPERA Programa de Inclusión Social: Componente de Salud,"30,951.80","26,960.10",Servicio de Administración Tributaria,Promoción del Ejercicio de la Facultad de Comprobación Fiscal,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,781,Recursos del Fondo de Aportaciones para los Servicios de Salud,"1,858,235.10","1,616,535.10",Gobierno del Estado de Coahuila de Zaragoza,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,4
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,781,Recursos del Fondo de Aportaciones para los Servicios de Salud,"1,858,235.10","1,616,535.10",Servicio de Administración Tributaria,Promoción del Ejercicio de la Facultad de Comprobación Fiscal,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,783,Recursos del Programa Escuelas al CIEN,"181,839.70","115,031.80",Gobierno del Estado de Coahuila de Zaragoza,Pliego de Observaciones,2017-A-05000-15-0783-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 1,985,182.38 pesos ( un millón novecientos ochenta y cinco mil ciento ochenta y dos pesos 38/100 m.n. ), más los rendimientos generados desde su disposición hasta su reintegro en la cuenta bancaria de los Recursos del Programa Escuelas al CIEN en la entidad federativa, por la falta de aplicación de la garantía de cumplimiento por los retrasos existentes en la obra con contrato núm. ICI-LP-E100-056-16-NS; en su caso, deberán ser acreditados ante este órgano de fiscalización con la evidencia documental de su destino y aplicación en los objetivos del programa, de acuerdo con la normativa.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,783,Recursos del Programa Escuelas al CIEN,"181,839.70","115,031.80",Gobierno del Estado de Coahuila de Zaragoza,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,784,Recursos Federales Transferidos a través del Acuerdo de Coordinación Celebrado entre la Secretaría de Salud y la Entidad Federativa,"488,859.30","339,325.00",Gobierno del Estado de Coahuila de Zaragoza,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,2
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,784,Recursos Federales Transferidos a través del Acuerdo de Coordinación Celebrado entre la Secretaría de Salud y la Entidad Federativa,"488,859.30","339,325.00",Servicio de Administración Tributaria,Promoción del Ejercicio de la Facultad de Comprobación Fiscal,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,1620,Recursos del Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,"1,651,542.60","1,651,542.60",Gobierno del Estado de Coahuila de Zaragoza,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,1652,Recursos del Fondo de Aportaciones para la Infraestructura Social Municipal y de las Demarcaciones Territoriales del Distrito Federal,"500,113.70","500,113.70",-,-,,,,,1,0
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,1714,Fortalecimiento Financiero,"1,396,618.20","1,396,618.20",Gobierno del Estado de Coahuila de Zaragoza,Informe de Presunta Responsabilidad Administrativa,,,,,1,3
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,1714,Fortalecimiento Financiero,"1,396,618.20","1,396,618.20",Gobierno del Estado de Coahuila de Zaragoza,Pliego de Observaciones,2017-A-05000-15-1714-06-006,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 12,914,241.53 pesos ( doce millones novecientos catorce mil doscientos cuarenta y un pesos 53/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por pagos de 517 plazas no autorizadas y 1,164 plazas excedentes conforme al tabulador de sueldos y percepciones autorizadas.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,1714,Fortalecimiento Financiero,"1,396,618.20","1,396,618.20",Gobierno del Estado de Coahuila de Zaragoza,Pliego de Observaciones,2017-A-05000-15-1714-06-011,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 10,375,328.58 pesos ( diez millones trescientos setenta y cinco mil trescientos veintiocho pesos 58/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por volúmenes de obra pagados no ejecutados de los contratos números SEINT-SICC-2016041-0-0, SEINT-SICC-2016032-0-0, SEINT-SICC-2016033-0-0 y SEINT-SICC-2017003-0-0.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,1714,Fortalecimiento Financiero,"1,396,618.20","1,396,618.20",Gobierno del Estado de Coahuila de Zaragoza,Pliego de Observaciones,2017-A-05000-15-1714-06-010,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 1,192,938.95 pesos ( un millón ciento noventa y dos mil novecientos treinta y ocho pesos 95/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por concepto de pagos de anticipos de los contratos números 002-FORTAFIN-TOR/17 y MAC-03-FREGION-17; con recursos del Fondo para el Fortalecimiento Financiero realizados por los municipios de Torreón y Acuña, los cuales no fueron amortizados en su totalidad.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,1714,Fortalecimiento Financiero,"1,396,618.20","1,396,618.20",Gobierno del Estado de Coahuila de Zaragoza,Pliego de Observaciones,2017-A-05000-15-1714-06-004,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 1,976,411.67 pesos ( un millón novecientos setenta y seis mil cuatrocientos once pesos 67/100 m.n. ), más la actualización generada hasta su reintegro a la cuenta de la Tesorería de la Federación, por concepto de rendimientos financieros generados en las cuentas bancarias de la Secretaría de Finanzas del Gobierno del Estado de Coahuila de Zaragoza, que no fueron comprometidos, devengados ni reintegrados.",En seguimiento,1,1
2017,Gasto Federalizado,"Ramos Generales 23, 33 y Otros",Gobierno del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,Cumplimiento Financiero,1714,Fortalecimiento Financiero,"1,396,618.20","1,396,618.20",Gobierno del Estado de Coahuila de Zaragoza,Pliego de Observaciones,2017-A-05000-15-1714-06-009,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 62,691,405.34 pesos ( sesenta y dos millones seiscientos noventa y un mil cuatrocientos cinco pesos 34/100 m.n. ), más los rendimientos financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por concepto de anticipos de 17 contratos de obra pública con recursos del Fondo para el Fortalecimiento Financiero, que no fueron amortizados.",En seguimiento,1,1
